roll_number,document_type,title,file_name,file_url,status,remarks
MECH26A015,transfer_certificate,Transfer Certificate,mech26a015-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/mech26a015-transfer_certificate.pdf,pending,Verification pending
MECH26B016,identity,Aadhaar Card,mech26b016-identity.pdf,https://files.scholaris.demo.edu/students/mech26b016-identity.pdf,verified,Clear copy verified
MECH26B016,marks_card,Class 12 Marks Card,mech26b016-marks_card.pdf,https://files.scholaris.demo.edu/students/mech26b016-marks_card.pdf,verified,Clear copy verified
CA26A017,identity,Aadhaar Card,ca26a017-identity.pdf,https://files.scholaris.demo.edu/students/ca26a017-identity.pdf,verified,Clear copy verified
CA26A017,marks_card,Class 12 Marks Card,ca26a017-marks_card.pdf,https://files.scholaris.demo.edu/students/ca26a017-marks_card.pdf,verified,Clear copy verified
CA26A017,transfer_certificate,Transfer Certificate,ca26a017-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ca26a017-transfer_certificate.pdf,verified,Clear copy verified
CA26B018,identity,Aadhaar Card,ca26b018-identity.pdf,https://files.scholaris.demo.edu/students/ca26b018-identity.pdf,verified,Clear copy verified
CA26B018,marks_card,Class 12 Marks Card,ca26b018-marks_card.pdf,https://files.scholaris.demo.edu/students/ca26b018-marks_card.pdf,verified,Clear copy verified
CA26A019,identity,Aadhaar Card,ca26a019-identity.pdf,https://files.scholaris.demo.edu/students/ca26a019-identity.pdf,verified,Clear copy verified
CA26A019,marks_card,Class 12 Marks Card,ca26a019-marks_card.pdf,https://files.scholaris.demo.edu/students/ca26a019-marks_card.pdf,verified,Clear copy verified
CA26A019,transfer_certificate,Transfer Certificate,ca26a019-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ca26a019-transfer_certificate.pdf,verified,Clear copy verified
CA26B020,identity,Aadhaar Card,ca26b020-identity.pdf,https://files.scholaris.demo.edu/students/ca26b020-identity.pdf,pending,Verification pending
CA26B020,marks_card,Class 12 Marks Card,ca26b020-marks_card.pdf,https://files.scholaris.demo.edu/students/ca26b020-marks_card.pdf,pending,Verification pending
BA26A021,identity,Aadhaar Card,ba26a021-identity.pdf,https://files.scholaris.demo.edu/students/ba26a021-identity.pdf,verified,Clear copy verified
BA26A021,marks_card,Class 12 Marks Card,ba26a021-marks_card.pdf,https://files.scholaris.demo.edu/students/ba26a021-marks_card.pdf,verified,Clear copy verified
BA26A021,transfer_certificate,Transfer Certificate,ba26a021-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ba26a021-transfer_certificate.pdf,verified,Clear copy verified
BA26B022,identity,Aadhaar Card,ba26b022-identity.pdf,https://files.scholaris.demo.edu/students/ba26b022-identity.pdf,verified,Clear copy verified
BA26B022,marks_card,Class 12 Marks Card,ba26b022-marks_card.pdf,https://files.scholaris.demo.edu/students/ba26b022-marks_card.pdf,verified,Clear copy verified
BA26A023,identity,Aadhaar Card,ba26a023-identity.pdf,https://files.scholaris.demo.edu/students/ba26a023-identity.pdf,verified,Clear copy verified
BA26A023,marks_card,Class 12 Marks Card,ba26a023-marks_card.pdf,https://files.scholaris.demo.edu/students/ba26a023-marks_card.pdf,verified,Clear copy verified
BA26A023,transfer_certificate,Transfer Certificate,ba26a023-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ba26a023-transfer_certificate.pdf,verified,Clear copy verified
BA26B024,identity,Aadhaar Card,ba26b024-identity.pdf,https://files.scholaris.demo.edu/students/ba26b024-identity.pdf,verified,Clear copy verified
BA26B024,marks_card,Class 12 Marks Card,ba26b024-marks_card.pdf,https://files.scholaris.demo.edu/students/ba26b024-marks_card.pdf,verified,Clear copy verified
AT26A025,identity,Aadhaar Card,at26a025-identity.pdf,https://files.scholaris.demo.edu/students/at26a025-identity.pdf,pending,Verification pending
AT26A025,marks_card,Class 12 Marks Card,at26a025-marks_card.pdf,https://files.scholaris.demo.edu/students/at26a025-marks_card.pdf,pending,Verification pending
AT26A025,transfer_certificate,Transfer Certificate,at26a025-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/at26a025-transfer_certificate.pdf,pending,Verification pending
AT26B026,identity,Aadhaar Card,at26b026-identity.pdf,https://files.scholaris.demo.edu/students/at26b026-identity.pdf,verified,Clear copy verified
AT26B026,marks_card,Class 12 Marks Card,at26b026-marks_card.pdf,https://files.scholaris.demo.edu/students/at26b026-marks_card.pdf,verified,Clear copy verified
AT26A027,identity,Aadhaar Card,at26a027-identity.pdf,https://files.scholaris.demo.edu/students/at26a027-identity.pdf,verified,Clear copy verified
AT26A027,marks_card,Class 12 Marks Card,at26a027-marks_card.pdf,https://files.scholaris.demo.edu/students/at26a027-marks_card.pdf,verified,Clear copy verified
AT26A027,transfer_certificate,Transfer Certificate,at26a027-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/at26a027-transfer_certificate.pdf,verified,Clear copy verified
AT26B028,identity,Aadhaar Card,at26b028-identity.pdf,https://files.scholaris.demo.edu/students/at26b028-identity.pdf,verified,Clear copy verified
AT26B028,marks_card,Class 12 Marks Card,at26b028-marks_card.pdf,https://files.scholaris.demo.edu/students/at26b028-marks_card.pdf,verified,Clear copy verified
SE26A029,identity,Aadhaar Card,se26a029-identity.pdf,https://files.scholaris.demo.edu/students/se26a029-identity.pdf,verified,Clear copy verified
SE26A029,marks_card,Class 12 Marks Card,se26a029-marks_card.pdf,https://files.scholaris.demo.edu/students/se26a029-marks_card.pdf,verified,Clear copy verified
SE26A029,transfer_certificate,Transfer Certificate,se26a029-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/se26a029-transfer_certificate.pdf,verified,Clear copy verified
SE26B030,identity,Aadhaar Card,se26b030-identity.pdf,https://files.scholaris.demo.edu/students/se26b030-identity.pdf,pending,Verification pending
SE26B030,marks_card,Class 12 Marks Card,se26b030-marks_card.pdf,https://files.scholaris.demo.edu/students/se26b030-marks_card.pdf,pending,Verification pending
SE26A031,identity,Aadhaar Card,se26a031-identity.pdf,https://files.scholaris.demo.edu/students/se26a031-identity.pdf,verified,Clear copy verified
SE26A031,marks_card,Class 12 Marks Card,se26a031-marks_card.pdf,https://files.scholaris.demo.edu/students/se26a031-marks_card.pdf,verified,Clear copy verified
SE26A031,transfer_certificate,Transfer Certificate,se26a031-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/se26a031-transfer_certificate.pdf,verified,Clear copy verified
SE26B032,identity,Aadhaar Card,se26b032-identity.pdf,https://files.scholaris.demo.edu/students/se26b032-identity.pdf,verified,Clear copy verified
SE26B032,marks_card,Class 12 Marks Card,se26b032-marks_card.pdf,https://files.scholaris.demo.edu/students/se26b032-marks_card.pdf,verified,Clear copy verified
CSE26A033,identity,Aadhaar Card,cse26a033-identity.pdf,https://files.scholaris.demo.edu/students/cse26a033-identity.pdf,verified,Clear copy verified
CSE26A033,marks_card,Class 12 Marks Card,cse26a033-marks_card.pdf,https://files.scholaris.demo.edu/students/cse26a033-marks_card.pdf,verified,Clear copy verified
CSE26A033,transfer_certificate,Transfer Certificate,cse26a033-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/cse26a033-transfer_certificate.pdf,verified,Clear copy verified
CSE26B034,identity,Aadhaar Card,cse26b034-identity.pdf,https://files.scholaris.demo.edu/students/cse26b034-identity.pdf,verified,Clear copy verified
CSE26B034,marks_card,Class 12 Marks Card,cse26b034-marks_card.pdf,https://files.scholaris.demo.edu/students/cse26b034-marks_card.pdf,verified,Clear copy verified
CSE26A035,identity,Aadhaar Card,cse26a035-identity.pdf,https://files.scholaris.demo.edu/students/cse26a035-identity.pdf,pending,Verification pending
CSE26A035,marks_card,Class 12 Marks Card,cse26a035-marks_card.pdf,https://files.scholaris.demo.edu/students/cse26a035-marks_card.pdf,pending,Verification pending
CSE26A035,transfer_certificate,Transfer Certificate,cse26a035-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/cse26a035-transfer_certificate.pdf,pending,Verification pending
CSE26B036,identity,Aadhaar Card,cse26b036-identity.pdf,https://files.scholaris.demo.edu/students/cse26b036-identity.pdf,verified,Clear copy verified
CSE26B036,marks_card,Class 12 Marks Card,cse26b036-marks_card.pdf,https://files.scholaris.demo.edu/students/cse26b036-marks_card.pdf,verified,Clear copy verified
AIML26A037,identity,Aadhaar Card,aiml26a037-identity.pdf,https://files.scholaris.demo.edu/students/aiml26a037-identity.pdf,verified,Clear copy verified
AIML26A037,marks_card,Class 12 Marks Card,aiml26a037-marks_card.pdf,https://files.scholaris.demo.edu/students/aiml26a037-marks_card.pdf,verified,Clear copy verified
AIML26A037,transfer_certificate,Transfer Certificate,aiml26a037-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/aiml26a037-transfer_certificate.pdf,verified,Clear copy verified
AIML26B038,identity,Aadhaar Card,aiml26b038-identity.pdf,https://files.scholaris.demo.edu/students/aiml26b038-identity.pdf,verified,Clear copy verified
AIML26B038,marks_card,Class 12 Marks Card,aiml26b038-marks_card.pdf,https://files.scholaris.demo.edu/students/aiml26b038-marks_card.pdf,verified,Clear copy verified
AIML26A039,identity,Aadhaar Card,aiml26a039-identity.pdf,https://files.scholaris.demo.edu/students/aiml26a039-identity.pdf,verified,Clear copy verified
AIML26A039,marks_card,Class 12 Marks Card,aiml26a039-marks_card.pdf,https://files.scholaris.demo.edu/students/aiml26a039-marks_card.pdf,verified,Clear copy verified
AIML26A039,transfer_certificate,Transfer Certificate,aiml26a039-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/aiml26a039-transfer_certificate.pdf,verified,Clear copy verified
AIML26B040,identity,Aadhaar Card,aiml26b040-identity.pdf,https://files.scholaris.demo.edu/students/aiml26b040-identity.pdf,pending,Verification pending
AIML26B040,marks_card,Class 12 Marks Card,aiml26b040-marks_card.pdf,https://files.scholaris.demo.edu/students/aiml26b040-marks_card.pdf,pending,Verification pending
ECE26A041,identity,Aadhaar Card,ece26a041-identity.pdf,https://files.scholaris.demo.edu/students/ece26a041-identity.pdf,verified,Clear copy verified
ECE26A041,marks_card,Class 12 Marks Card,ece26a041-marks_card.pdf,https://files.scholaris.demo.edu/students/ece26a041-marks_card.pdf,verified,Clear copy verified
ECE26A041,transfer_certificate,Transfer Certificate,ece26a041-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ece26a041-transfer_certificate.pdf,verified,Clear copy verified
ECE26B042,identity,Aadhaar Card,ece26b042-identity.pdf,https://files.scholaris.demo.edu/students/ece26b042-identity.pdf,verified,Clear copy verified
ECE26B042,marks_card,Class 12 Marks Card,ece26b042-marks_card.pdf,https://files.scholaris.demo.edu/students/ece26b042-marks_card.pdf,verified,Clear copy verified
ECE26A043,identity,Aadhaar Card,ece26a043-identity.pdf,https://files.scholaris.demo.edu/students/ece26a043-identity.pdf,verified,Clear copy verified
ECE26A043,marks_card,Class 12 Marks Card,ece26a043-marks_card.pdf,https://files.scholaris.demo.edu/students/ece26a043-marks_card.pdf,verified,Clear copy verified
ECE26A043,transfer_certificate,Transfer Certificate,ece26a043-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ece26a043-transfer_certificate.pdf,verified,Clear copy verified
ECE26B044,identity,Aadhaar Card,ece26b044-identity.pdf,https://files.scholaris.demo.edu/students/ece26b044-identity.pdf,verified,Clear copy verified
ECE26B044,marks_card,Class 12 Marks Card,ece26b044-marks_card.pdf,https://files.scholaris.demo.edu/students/ece26b044-marks_card.pdf,verified,Clear copy verified
MECH26A045,identity,Aadhaar Card,mech26a045-identity.pdf,https://files.scholaris.demo.edu/students/mech26a045-identity.pdf,pending,Verification pending
MECH26A045,marks_card,Class 12 Marks Card,mech26a045-marks_card.pdf,https://files.scholaris.demo.edu/students/mech26a045-marks_card.pdf,pending,Verification pending
MECH26A045,transfer_certificate,Transfer Certificate,mech26a045-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/mech26a045-transfer_certificate.pdf,pending,Verification pending
MECH26B046,identity,Aadhaar Card,mech26b046-identity.pdf,https://files.scholaris.demo.edu/students/mech26b046-identity.pdf,verified,Clear copy verified
MECH26B046,marks_card,Class 12 Marks Card,mech26b046-marks_card.pdf,https://files.scholaris.demo.edu/students/mech26b046-marks_card.pdf,verified,Clear copy verified
MECH26A047,identity,Aadhaar Card,mech26a047-identity.pdf,https://files.scholaris.demo.edu/students/mech26a047-identity.pdf,verified,Clear copy verified
MECH26A047,marks_card,Class 12 Marks Card,mech26a047-marks_card.pdf,https://files.scholaris.demo.edu/students/mech26a047-marks_card.pdf,verified,Clear copy verified
MECH26A047,transfer_certificate,Transfer Certificate,mech26a047-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/mech26a047-transfer_certificate.pdf,verified,Clear copy verified
MECH26B048,identity,Aadhaar Card,mech26b048-identity.pdf,https://files.scholaris.demo.edu/students/mech26b048-identity.pdf,verified,Clear copy verified
MECH26B048,marks_card,Class 12 Marks Card,mech26b048-marks_card.pdf,https://files.scholaris.demo.edu/students/mech26b048-marks_card.pdf,verified,Clear copy verified
CA26A049,identity,Aadhaar Card,ca26a049-identity.pdf,https://files.scholaris.demo.edu/students/ca26a049-identity.pdf,verified,Clear copy verified
CA26A049,marks_card,Class 12 Marks Card,ca26a049-marks_card.pdf,https://files.scholaris.demo.edu/students/ca26a049-marks_card.pdf,verified,Clear copy verified
CA26A049,transfer_certificate,Transfer Certificate,ca26a049-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ca26a049-transfer_certificate.pdf,verified,Clear copy verified
CA26B050,identity,Aadhaar Card,ca26b050-identity.pdf,https://files.scholaris.demo.edu/students/ca26b050-identity.pdf,pending,Verification pending
CA26B050,marks_card,Class 12 Marks Card,ca26b050-marks_card.pdf,https://files.scholaris.demo.edu/students/ca26b050-marks_card.pdf,pending,Verification pending
CA26A051,identity,Aadhaar Card,ca26a051-identity.pdf,https://files.scholaris.demo.edu/students/ca26a051-identity.pdf,verified,Clear copy verified
CA26A051,marks_card,Class 12 Marks Card,ca26a051-marks_card.pdf,https://files.scholaris.demo.edu/students/ca26a051-marks_card.pdf,verified,Clear copy verified
CA26A051,transfer_certificate,Transfer Certificate,ca26a051-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ca26a051-transfer_certificate.pdf,verified,Clear copy verified
CA26B052,identity,Aadhaar Card,ca26b052-identity.pdf,https://files.scholaris.demo.edu/students/ca26b052-identity.pdf,verified,Clear copy verified
CA26B052,marks_card,Class 12 Marks Card,ca26b052-marks_card.pdf,https://files.scholaris.demo.edu/students/ca26b052-marks_card.pdf,verified,Clear copy verified
BA26A053,identity,Aadhaar Card,ba26a053-identity.pdf,https://files.scholaris.demo.edu/students/ba26a053-identity.pdf,verified,Clear copy verified
BA26A053,marks_card,Class 12 Marks Card,ba26a053-marks_card.pdf,https://files.scholaris.demo.edu/students/ba26a053-marks_card.pdf,verified,Clear copy verified
BA26A053,transfer_certificate,Transfer Certificate,ba26a053-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ba26a053-transfer_certificate.pdf,verified,Clear copy verified
BA26B054,identity,Aadhaar Card,ba26b054-identity.pdf,https://files.scholaris.demo.edu/students/ba26b054-identity.pdf,verified,Clear copy verified
BA26B054,marks_card,Class 12 Marks Card,ba26b054-marks_card.pdf,https://files.scholaris.demo.edu/students/ba26b054-marks_card.pdf,verified,Clear copy verified
BA26A055,identity,Aadhaar Card,ba26a055-identity.pdf,https://files.scholaris.demo.edu/students/ba26a055-identity.pdf,pending,Verification pending
BA26A055,marks_card,Class 12 Marks Card,ba26a055-marks_card.pdf,https://files.scholaris.demo.edu/students/ba26a055-marks_card.pdf,pending,Verification pending
BA26A055,transfer_certificate,Transfer Certificate,ba26a055-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/ba26a055-transfer_certificate.pdf,pending,Verification pending
BA26B056,identity,Aadhaar Card,ba26b056-identity.pdf,https://files.scholaris.demo.edu/students/ba26b056-identity.pdf,verified,Clear copy verified
BA26B056,marks_card,Class 12 Marks Card,ba26b056-marks_card.pdf,https://files.scholaris.demo.edu/students/ba26b056-marks_card.pdf,verified,Clear copy verified
AT26A057,identity,Aadhaar Card,at26a057-identity.pdf,https://files.scholaris.demo.edu/students/at26a057-identity.pdf,verified,Clear copy verified
AT26A057,marks_card,Class 12 Marks Card,at26a057-marks_card.pdf,https://files.scholaris.demo.edu/students/at26a057-marks_card.pdf,verified,Clear copy verified
AT26A057,transfer_certificate,Transfer Certificate,at26a057-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/at26a057-transfer_certificate.pdf,verified,Clear copy verified
AT26B058,identity,Aadhaar Card,at26b058-identity.pdf,https://files.scholaris.demo.edu/students/at26b058-identity.pdf,verified,Clear copy verified
AT26B058,marks_card,Class 12 Marks Card,at26b058-marks_card.pdf,https://files.scholaris.demo.edu/students/at26b058-marks_card.pdf,verified,Clear copy verified
AT26A059,identity,Aadhaar Card,at26a059-identity.pdf,https://files.scholaris.demo.edu/students/at26a059-identity.pdf,verified,Clear copy verified
AT26A059,marks_card,Class 12 Marks Card,at26a059-marks_card.pdf,https://files.scholaris.demo.edu/students/at26a059-marks_card.pdf,verified,Clear copy verified
AT26A059,transfer_certificate,Transfer Certificate,at26a059-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/at26a059-transfer_certificate.pdf,verified,Clear copy verified
AT26B060,identity,Aadhaar Card,at26b060-identity.pdf,https://files.scholaris.demo.edu/students/at26b060-identity.pdf,pending,Verification pending
AT26B060,marks_card,Class 12 Marks Card,at26b060-marks_card.pdf,https://files.scholaris.demo.edu/students/at26b060-marks_card.pdf,pending,Verification pending
SE26A061,identity,Aadhaar Card,se26a061-identity.pdf,https://files.scholaris.demo.edu/students/se26a061-identity.pdf,verified,Clear copy verified
SE26A061,marks_card,Class 12 Marks Card,se26a061-marks_card.pdf,https://files.scholaris.demo.edu/students/se26a061-marks_card.pdf,verified,Clear copy verified
SE26A061,transfer_certificate,Transfer Certificate,se26a061-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/se26a061-transfer_certificate.pdf,verified,Clear copy verified
SE26B062,identity,Aadhaar Card,se26b062-identity.pdf,https://files.scholaris.demo.edu/students/se26b062-identity.pdf,verified,Clear copy verified
SE26B062,marks_card,Class 12 Marks Card,se26b062-marks_card.pdf,https://files.scholaris.demo.edu/students/se26b062-marks_card.pdf,verified,Clear copy verified
SE26A063,identity,Aadhaar Card,se26a063-identity.pdf,https://files.scholaris.demo.edu/students/se26a063-identity.pdf,verified,Clear copy verified
SE26A063,marks_card,Class 12 Marks Card,se26a063-marks_card.pdf,https://files.scholaris.demo.edu/students/se26a063-marks_card.pdf,verified,Clear copy verified
SE26A063,transfer_certificate,Transfer Certificate,se26a063-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/se26a063-transfer_certificate.pdf,verified,Clear copy verified
SE26B064,identity,Aadhaar Card,se26b064-identity.pdf,https://files.scholaris.demo.edu/students/se26b064-identity.pdf,verified,Clear copy verified
SE26B064,marks_card,Class 12 Marks Card,se26b064-marks_card.pdf,https://files.scholaris.demo.edu/students/se26b064-marks_card.pdf,verified,Clear copy verified
CSE26A065,identity,Aadhaar Card,cse26a065-identity.pdf,https://files.scholaris.demo.edu/students/cse26a065-identity.pdf,pending,Verification pending
CSE26A065,marks_card,Class 12 Marks Card,cse26a065-marks_card.pdf,https://files.scholaris.demo.edu/students/cse26a065-marks_card.pdf,pending,Verification pending
CSE26A065,transfer_certificate,Transfer Certificate,cse26a065-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/cse26a065-transfer_certificate.pdf,pending,Verification pending
CSE26B066,identity,Aadhaar Card,cse26b066-identity.pdf,https://files.scholaris.demo.edu/students/cse26b066-identity.pdf,verified,Clear copy verified
CSE26B066,marks_card,Class 12 Marks Card,cse26b066-marks_card.pdf,https://files.scholaris.demo.edu/students/cse26b066-marks_card.pdf,verified,Clear copy verified
CSE26A067,identity,Aadhaar Card,cse26a067-identity.pdf,https://files.scholaris.demo.edu/students/cse26a067-identity.pdf,verified,Clear copy verified
CSE26A067,marks_card,Class 12 Marks Card,cse26a067-marks_card.pdf,https://files.scholaris.demo.edu/students/cse26a067-marks_card.pdf,verified,Clear copy verified
CSE26A067,transfer_certificate,Transfer Certificate,cse26a067-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/cse26a067-transfer_certificate.pdf,verified,Clear copy verified
CSE26B068,identity,Aadhaar Card,cse26b068-identity.pdf,https://files.scholaris.demo.edu/students/cse26b068-identity.pdf,verified,Clear copy verified
CSE26B068,marks_card,Class 12 Marks Card,cse26b068-marks_card.pdf,https://files.scholaris.demo.edu/students/cse26b068-marks_card.pdf,verified,Clear copy verified
AIML26A069,identity,Aadhaar Card,aiml26a069-identity.pdf,https://files.scholaris.demo.edu/students/aiml26a069-identity.pdf,verified,Clear copy verified
AIML26A069,marks_card,Class 12 Marks Card,aiml26a069-marks_card.pdf,https://files.scholaris.demo.edu/students/aiml26a069-marks_card.pdf,verified,Clear copy verified
AIML26A069,transfer_certificate,Transfer Certificate,aiml26a069-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/aiml26a069-transfer_certificate.pdf,verified,Clear copy verified
AIML26B070,identity,Aadhaar Card,aiml26b070-identity.pdf,https://files.scholaris.demo.edu/students/aiml26b070-identity.pdf,pending,Verification pending
AIML26B070,marks_card,Class 12 Marks Card,aiml26b070-marks_card.pdf,https://files.scholaris.demo.edu/students/aiml26b070-marks_card.pdf,pending,Verification pending
AIML26A071,identity,Aadhaar Card,aiml26a071-identity.pdf,https://files.scholaris.demo.edu/students/aiml26a071-identity.pdf,verified,Clear copy verified
AIML26A071,marks_card,Class 12 Marks Card,aiml26a071-marks_card.pdf,https://files.scholaris.demo.edu/students/aiml26a071-marks_card.pdf,verified,Clear copy verified
AIML26A071,transfer_certificate,Transfer Certificate,aiml26a071-transfer_certificate.pdf,https://files.scholaris.demo.edu/students/aiml26a071-transfer_certificate.pdf,verified,Clear copy verified
