exam_name,academic_year_label,subject_code,roll_number,marks_obtained,is_absent,is_locked
Unit Test 1,2026-27,CSE104,CSE26A065,45,false,false
Unit Test 1,2026-27,CSE104,CSE26B066,31,false,false
Unit Test 1,2026-27,CSE104,CSE26A067,39,false,false
Unit Test 1,2026-27,CSE104,CSE26B068,47,false,false
Unit Test 1,2026-27,CSE104,CSE26A097,33,false,false
Unit Test 1,2026-27,CSE104,CSE26B098,41,false,false
Unit Test 1,2026-27,CSE104,CSE26A099,49,false,false
Unit Test 1,2026-27,CSE104,CSE26B100,35,false,false
Unit Test 1,2026-27,CSE104,CSE26A129,,true,false
Unit Test 1,2026-27,CSE104,CSE26B130,50,false,false
Unit Test 1,2026-27,CSE105,CSE26A001,43,false,false
Unit Test 1,2026-27,CSE105,CSE26B002,50,false,false
Unit Test 1,2026-27,CSE105,CSE26A003,37,false,false
Unit Test 1,2026-27,CSE105,CSE26B004,45,false,false
Unit Test 1,2026-27,CSE105,CSE26A033,31,false,false
Unit Test 1,2026-27,CSE105,CSE26B034,39,false,false
Unit Test 1,2026-27,CSE105,CSE26A035,47,false,false
Unit Test 1,2026-27,CSE105,CSE26B036,,true,false
Unit Test 1,2026-27,CSE105,CSE26A065,41,false,false
Unit Test 1,2026-27,CSE105,CSE26B066,49,false,false
Unit Test 1,2026-27,CSE105,CSE26A067,35,false,false
Unit Test 1,2026-27,CSE105,CSE26B068,43,false,false
Unit Test 1,2026-27,CSE105,CSE26A097,50,false,false
Unit Test 1,2026-27,CSE105,CSE26B098,37,false,false
Unit Test 1,2026-27,CSE105,CSE26A099,45,false,false
Unit Test 1,2026-27,CSE105,CSE26B100,31,false,false
Unit Test 1,2026-27,CSE105,CSE26A129,39,false,false
Unit Test 1,2026-27,CSE105,CSE26B130,47,false,false
Unit Test 1,2026-27,CSE201,CSE26A001,39,false,false
Unit Test 1,2026-27,CSE201,CSE26B002,47,false,false
Unit Test 1,2026-27,CSE201,CSE26A003,33,false,false
Unit Test 1,2026-27,CSE201,CSE26B004,41,false,false
Unit Test 1,2026-27,CSE201,CSE26A033,49,false,false
Unit Test 1,2026-27,CSE201,CSE26B034,35,false,false
Unit Test 1,2026-27,CSE201,CSE26A035,43,false,false
Unit Test 1,2026-27,CSE201,CSE26B036,50,false,false
Unit Test 1,2026-27,CSE201,CSE26A065,37,false,false
Unit Test 1,2026-27,CSE201,CSE26B066,45,false,false
Unit Test 1,2026-27,CSE201,CSE26A067,31,false,false
Unit Test 1,2026-27,CSE201,CSE26B068,39,false,false
Unit Test 1,2026-27,CSE201,CSE26A097,47,false,false
Unit Test 1,2026-27,CSE201,CSE26B098,33,false,false
Unit Test 1,2026-27,CSE201,CSE26A099,41,false,false
Unit Test 1,2026-27,CSE201,CSE26B100,49,false,false
Unit Test 1,2026-27,CSE201,CSE26A129,35,false,false
Unit Test 1,2026-27,CSE201,CSE26B130,43,false,false
Unit Test 1,2026-27,CSE202,CSE26A001,35,false,false
Unit Test 1,2026-27,CSE202,CSE26B002,43,false,false
Unit Test 1,2026-27,CSE202,CSE26A003,50,false,false
Unit Test 1,2026-27,CSE202,CSE26B004,37,false,false
Unit Test 1,2026-27,CSE202,CSE26A033,45,false,false
Unit Test 1,2026-27,CSE202,CSE26B034,31,false,false
Unit Test 1,2026-27,CSE202,CSE26A035,39,false,false
Unit Test 1,2026-27,CSE202,CSE26B036,47,false,false
Unit Test 1,2026-27,CSE202,CSE26A065,33,false,false
Unit Test 1,2026-27,CSE202,CSE26B066,41,false,false
Unit Test 1,2026-27,CSE202,CSE26A067,49,false,false
Unit Test 1,2026-27,CSE202,CSE26B068,35,false,false
Unit Test 1,2026-27,CSE202,CSE26A097,43,false,false
Unit Test 1,2026-27,CSE202,CSE26B098,50,false,false
Unit Test 1,2026-27,CSE202,CSE26A099,37,false,false
Unit Test 1,2026-27,CSE202,CSE26B100,45,false,false
Unit Test 1,2026-27,CSE202,CSE26A129,31,false,false
Unit Test 1,2026-27,CSE202,CSE26B130,39,false,false
Unit Test 1,2026-27,CSE203,CSE26A001,31,false,false
Unit Test 1,2026-27,CSE203,CSE26B002,39,false,false
Unit Test 1,2026-27,CSE203,CSE26A003,47,false,false
Unit Test 1,2026-27,CSE203,CSE26B004,33,false,false
Unit Test 1,2026-27,CSE203,CSE26A033,41,false,false
Unit Test 1,2026-27,CSE203,CSE26B034,49,false,false
Unit Test 1,2026-27,CSE203,CSE26A035,35,false,false
Unit Test 1,2026-27,CSE203,CSE26B036,43,false,false
Unit Test 1,2026-27,CSE203,CSE26A065,50,false,false
Unit Test 1,2026-27,CSE203,CSE26B066,,true,false
Unit Test 1,2026-27,CSE203,CSE26A067,45,false,false
Unit Test 1,2026-27,CSE203,CSE26B068,31,false,false
Unit Test 1,2026-27,CSE203,CSE26A097,39,false,false
Unit Test 1,2026-27,CSE203,CSE26B098,47,false,false
Unit Test 1,2026-27,CSE203,CSE26A099,33,false,false
Unit Test 1,2026-27,CSE203,CSE26B100,41,false,false
Unit Test 1,2026-27,CSE203,CSE26A129,49,false,false
Unit Test 1,2026-27,CSE203,CSE26B130,35,false,false
Unit Test 1,2026-27,CSE204,CSE26A001,,true,false
Unit Test 1,2026-27,CSE204,CSE26B002,35,false,false
Unit Test 1,2026-27,CSE204,CSE26A003,43,false,false
Unit Test 1,2026-27,CSE204,CSE26B004,50,false,false
Unit Test 1,2026-27,CSE204,CSE26A033,37,false,false
Unit Test 1,2026-27,CSE204,CSE26B034,45,false,false
Unit Test 1,2026-27,CSE204,CSE26A035,31,false,false
Unit Test 1,2026-27,CSE204,CSE26B036,39,false,false
Unit Test 1,2026-27,CSE204,CSE26A065,47,false,false
Unit Test 1,2026-27,CSE204,CSE26B066,33,false,false
Unit Test 1,2026-27,CSE204,CSE26A067,41,false,false
Unit Test 1,2026-27,CSE204,CSE26B068,49,false,false
Unit Test 1,2026-27,CSE204,CSE26A097,35,false,false
Unit Test 1,2026-27,CSE204,CSE26B098,43,false,false
Unit Test 1,2026-27,CSE204,CSE26A099,50,false,false
Unit Test 1,2026-27,CSE204,CSE26B100,37,false,false
Unit Test 1,2026-27,CSE204,CSE26A129,45,false,false
Unit Test 1,2026-27,CSE204,CSE26B130,31,false,false
Unit Test 1,2026-27,CSE205,CSE26A001,45,false,false
Unit Test 1,2026-27,CSE205,CSE26B002,31,false,false
Unit Test 1,2026-27,CSE205,CSE26A003,39,false,false
Unit Test 1,2026-27,CSE205,CSE26B004,47,false,false
Unit Test 1,2026-27,CSE205,CSE26A033,33,false,false
Unit Test 1,2026-27,CSE205,CSE26B034,41,false,false
Unit Test 1,2026-27,CSE205,CSE26A035,49,false,false
Unit Test 1,2026-27,CSE205,CSE26B036,35,false,false
Unit Test 1,2026-27,CSE205,CSE26A065,43,false,false
Unit Test 1,2026-27,CSE205,CSE26B066,50,false,false
Unit Test 1,2026-27,CSE205,CSE26A067,37,false,false
Unit Test 1,2026-27,CSE205,CSE26B068,45,false,false
Unit Test 1,2026-27,CSE205,CSE26A097,31,false,false
Unit Test 1,2026-27,CSE205,CSE26B098,39,false,false
Unit Test 1,2026-27,CSE205,CSE26A099,47,false,false
Unit Test 1,2026-27,CSE205,CSE26B100,33,false,false
Unit Test 1,2026-27,CSE205,CSE26A129,41,false,false
Unit Test 1,2026-27,CSE205,CSE26B130,49,false,false
Unit Test 1,2026-27,AIML101,AIML26A005,41,false,false
Unit Test 1,2026-27,AIML101,AIML26B006,49,false,false
Unit Test 1,2026-27,AIML101,AIML26A007,35,false,false
Unit Test 1,2026-27,AIML101,AIML26B008,43,false,false
Unit Test 1,2026-27,AIML101,AIML26A037,50,false,false
Unit Test 1,2026-27,AIML101,AIML26B038,37,false,false
Unit Test 1,2026-27,AIML101,AIML26A039,45,false,false
Unit Test 1,2026-27,AIML101,AIML26B040,31,false,false
Unit Test 1,2026-27,AIML101,AIML26A069,39,false,false
Unit Test 1,2026-27,AIML101,AIML26B070,47,false,false
Unit Test 1,2026-27,AIML101,AIML26A071,33,false,false
Unit Test 1,2026-27,AIML101,AIML26B072,,true,false
Unit Test 1,2026-27,AIML101,AIML26A101,49,false,false
Unit Test 1,2026-27,AIML101,AIML26B102,35,false,false
Unit Test 1,2026-27,AIML101,AIML26A103,43,false,false
Unit Test 1,2026-27,AIML101,AIML26B104,50,false,false
Unit Test 1,2026-27,AIML101,AIML26A133,37,false,false
Unit Test 1,2026-27,AIML101,AIML26B134,45,false,false
Unit Test 1,2026-27,AIML102,AIML26A005,37,false,false
Unit Test 1,2026-27,AIML102,AIML26B006,45,false,false
Unit Test 1,2026-27,AIML102,AIML26A007,,true,false
Unit Test 1,2026-27,AIML102,AIML26B008,39,false,false
Unit Test 1,2026-27,AIML102,AIML26A037,47,false,false
Unit Test 1,2026-27,AIML102,AIML26B038,33,false,false
Unit Test 1,2026-27,AIML102,AIML26A039,41,false,false
Unit Test 1,2026-27,AIML102,AIML26B040,49,false,false
Unit Test 1,2026-27,AIML102,AIML26A069,35,false,false
Unit Test 1,2026-27,AIML102,AIML26B070,43,false,false
Unit Test 1,2026-27,AIML102,AIML26A071,50,false,false
Unit Test 1,2026-27,AIML102,AIML26B072,37,false,false
Unit Test 1,2026-27,AIML102,AIML26A101,45,false,false
Unit Test 1,2026-27,AIML102,AIML26B102,31,false,false
Unit Test 1,2026-27,AIML102,AIML26A103,39,false,false
Unit Test 1,2026-27,AIML102,AIML26B104,47,false,false
Unit Test 1,2026-27,AIML102,AIML26A133,33,false,false
Unit Test 1,2026-27,AIML102,AIML26B134,41,false,false
Unit Test 1,2026-27,AIML103,AIML26A005,33,false,false
Unit Test 1,2026-27,AIML103,AIML26B006,41,false,false
Unit Test 1,2026-27,AIML103,AIML26A007,49,false,false
Unit Test 1,2026-27,AIML103,AIML26B008,35,false,false
Unit Test 1,2026-27,AIML103,AIML26A037,43,false,false
Unit Test 1,2026-27,AIML103,AIML26B038,50,false,false
Unit Test 1,2026-27,AIML103,AIML26A039,37,false,false
Unit Test 1,2026-27,AIML103,AIML26B040,45,false,false
Unit Test 1,2026-27,AIML103,AIML26A069,31,false,false
Unit Test 1,2026-27,AIML103,AIML26B070,39,false,false
Unit Test 1,2026-27,AIML103,AIML26A071,47,false,false
Unit Test 1,2026-27,AIML103,AIML26B072,33,false,false
Unit Test 1,2026-27,AIML103,AIML26A101,41,false,false
Unit Test 1,2026-27,AIML103,AIML26B102,49,false,false
Unit Test 1,2026-27,AIML103,AIML26A103,35,false,false
Unit Test 1,2026-27,AIML103,AIML26B104,43,false,false
Unit Test 1,2026-27,AIML103,AIML26A133,50,false,false
Unit Test 1,2026-27,AIML103,AIML26B134,37,false,false
Unit Test 1,2026-27,AIML104,AIML26A005,50,false,false
Unit Test 1,2026-27,AIML104,AIML26B006,37,false,false
Unit Test 1,2026-27,AIML104,AIML26A007,45,false,false
Unit Test 1,2026-27,AIML104,AIML26B008,31,false,false
Unit Test 1,2026-27,AIML104,AIML26A037,39,false,false
Unit Test 1,2026-27,AIML104,AIML26B038,47,false,false
Unit Test 1,2026-27,AIML104,AIML26A039,33,false,false
Unit Test 1,2026-27,AIML104,AIML26B040,41,false,false
Unit Test 1,2026-27,AIML104,AIML26A069,49,false,false
Unit Test 1,2026-27,AIML104,AIML26B070,35,false,false
Unit Test 1,2026-27,AIML104,AIML26A071,43,false,false
Unit Test 1,2026-27,AIML104,AIML26B072,50,false,false
Unit Test 1,2026-27,AIML104,AIML26A101,37,false,false
Unit Test 1,2026-27,AIML104,AIML26B102,,true,false
Unit Test 1,2026-27,AIML104,AIML26A103,31,false,false
Unit Test 1,2026-27,AIML104,AIML26B104,39,false,false
Unit Test 1,2026-27,AIML104,AIML26A133,47,false,false
Unit Test 1,2026-27,AIML104,AIML26B134,33,false,false
Unit Test 1,2026-27,AIML105,AIML26A005,47,false,false
Unit Test 1,2026-27,AIML105,AIML26B006,33,false,false
Unit Test 1,2026-27,AIML105,AIML26A007,41,false,false
Unit Test 1,2026-27,AIML105,AIML26B008,49,false,false
Unit Test 1,2026-27,AIML105,AIML26A037,,true,false
Unit Test 1,2026-27,AIML105,AIML26B038,43,false,false
Unit Test 1,2026-27,AIML105,AIML26A039,50,false,false
Unit Test 1,2026-27,AIML105,AIML26B040,37,false,false
Unit Test 1,2026-27,AIML105,AIML26A069,45,false,false
Unit Test 1,2026-27,AIML105,AIML26B070,31,false,false
Unit Test 1,2026-27,AIML105,AIML26A071,39,false,false
Unit Test 1,2026-27,AIML105,AIML26B072,47,false,false
Unit Test 1,2026-27,AIML105,AIML26A101,33,false,false
Unit Test 1,2026-27,AIML105,AIML26B102,41,false,false
Unit Test 1,2026-27,AIML105,AIML26A103,49,false,false
Unit Test 1,2026-27,AIML105,AIML26B104,35,false,false
Unit Test 1,2026-27,AIML105,AIML26A133,43,false,false
Unit Test 1,2026-27,AIML105,AIML26B134,50,false,false
Unit Test 1,2026-27,AIML201,AIML26A005,43,false,false
Unit Test 1,2026-27,AIML201,AIML26B006,50,false,false
Unit Test 1,2026-27,AIML201,AIML26A007,37,false,false
Unit Test 1,2026-27,AIML201,AIML26B008,45,false,false
Unit Test 1,2026-27,AIML201,AIML26A037,31,false,false
Unit Test 1,2026-27,AIML201,AIML26B038,39,false,false
Unit Test 1,2026-27,AIML201,AIML26A039,47,false,false
Unit Test 1,2026-27,AIML201,AIML26B040,33,false,false
Unit Test 1,2026-27,AIML201,AIML26A069,41,false,false
Unit Test 1,2026-27,AIML201,AIML26B070,49,false,false
Unit Test 1,2026-27,AIML201,AIML26A071,35,false,false
Unit Test 1,2026-27,AIML201,AIML26B072,43,false,false
Unit Test 1,2026-27,AIML201,AIML26A101,50,false,false
Unit Test 1,2026-27,AIML201,AIML26B102,37,false,false
Unit Test 1,2026-27,AIML201,AIML26A103,45,false,false
Unit Test 1,2026-27,AIML201,AIML26B104,31,false,false
Unit Test 1,2026-27,AIML201,AIML26A133,39,false,false
Unit Test 1,2026-27,AIML201,AIML26B134,47,false,false
Unit Test 1,2026-27,AIML202,AIML26A005,39,false,false
Unit Test 1,2026-27,AIML202,AIML26B006,47,false,false
Unit Test 1,2026-27,AIML202,AIML26A007,33,false,false
Unit Test 1,2026-27,AIML202,AIML26B008,41,false,false
Unit Test 1,2026-27,AIML202,AIML26A037,49,false,false
Unit Test 1,2026-27,AIML202,AIML26B038,35,false,false
Unit Test 1,2026-27,AIML202,AIML26A039,43,false,false
Unit Test 1,2026-27,AIML202,AIML26B040,50,false,false
Unit Test 1,2026-27,AIML202,AIML26A069,37,false,false
Unit Test 1,2026-27,AIML202,AIML26B070,45,false,false
Unit Test 1,2026-27,AIML202,AIML26A071,31,false,false
Unit Test 1,2026-27,AIML202,AIML26B072,39,false,false
Unit Test 1,2026-27,AIML202,AIML26A101,47,false,false
Unit Test 1,2026-27,AIML202,AIML26B102,33,false,false
Unit Test 1,2026-27,AIML202,AIML26A103,41,false,false
Unit Test 1,2026-27,AIML202,AIML26B104,,true,false
Unit Test 1,2026-27,AIML202,AIML26A133,35,false,false
Unit Test 1,2026-27,AIML202,AIML26B134,43,false,false
Unit Test 1,2026-27,AIML203,AIML26A005,35,false,false
Unit Test 1,2026-27,AIML203,AIML26B006,43,false,false
Unit Test 1,2026-27,AIML203,AIML26A007,50,false,false
Unit Test 1,2026-27,AIML203,AIML26B008,37,false,false
Unit Test 1,2026-27,AIML203,AIML26A037,45,false,false
Unit Test 1,2026-27,AIML203,AIML26B038,31,false,false
Unit Test 1,2026-27,AIML203,AIML26A039,,true,false
Unit Test 1,2026-27,AIML203,AIML26B040,47,false,false
Unit Test 1,2026-27,AIML203,AIML26A069,33,false,false
Unit Test 1,2026-27,AIML203,AIML26B070,41,false,false
Unit Test 1,2026-27,AIML203,AIML26A071,49,false,false
Unit Test 1,2026-27,AIML203,AIML26B072,35,false,false
Unit Test 1,2026-27,AIML203,AIML26A101,43,false,false
Unit Test 1,2026-27,AIML203,AIML26B102,50,false,false
Unit Test 1,2026-27,AIML203,AIML26A103,37,false,false
Unit Test 1,2026-27,AIML203,AIML26B104,45,false,false
Unit Test 1,2026-27,AIML203,AIML26A133,31,false,false
Unit Test 1,2026-27,AIML203,AIML26B134,39,false,false
Unit Test 1,2026-27,AIML204,AIML26A005,31,false,false
Unit Test 1,2026-27,AIML204,AIML26B006,39,false,false
Unit Test 1,2026-27,AIML204,AIML26A007,47,false,false
Unit Test 1,2026-27,AIML204,AIML26B008,33,false,false
Unit Test 1,2026-27,AIML204,AIML26A037,41,false,false
Unit Test 1,2026-27,AIML204,AIML26B038,49,false,false
Unit Test 1,2026-27,AIML204,AIML26A039,35,false,false
Unit Test 1,2026-27,AIML204,AIML26B040,43,false,false
Unit Test 1,2026-27,AIML204,AIML26A069,50,false,false
Unit Test 1,2026-27,AIML204,AIML26B070,37,false,false
Unit Test 1,2026-27,AIML204,AIML26A071,45,false,false
Unit Test 1,2026-27,AIML204,AIML26B072,31,false,false
Unit Test 1,2026-27,AIML204,AIML26A101,39,false,false
Unit Test 1,2026-27,AIML204,AIML26B102,47,false,false
Unit Test 1,2026-27,AIML204,AIML26A103,33,false,false
Unit Test 1,2026-27,AIML204,AIML26B104,41,false,false
Unit Test 1,2026-27,AIML204,AIML26A133,49,false,false
Unit Test 1,2026-27,AIML204,AIML26B134,35,false,false
Unit Test 1,2026-27,AIML205,AIML26A005,49,false,false
Unit Test 1,2026-27,AIML205,AIML26B006,35,false,false
Unit Test 1,2026-27,AIML205,AIML26A007,43,false,false
Unit Test 1,2026-27,AIML205,AIML26B008,50,false,false
Unit Test 1,2026-27,AIML205,AIML26A037,37,false,false
Unit Test 1,2026-27,AIML205,AIML26B038,45,false,false
Unit Test 1,2026-27,AIML205,AIML26A039,31,false,false
Unit Test 1,2026-27,AIML205,AIML26B040,39,false,false
Unit Test 1,2026-27,AIML205,AIML26A069,47,false,false
Unit Test 1,2026-27,AIML205,AIML26B070,33,false,false
Unit Test 1,2026-27,AIML205,AIML26A071,41,false,false
Unit Test 1,2026-27,AIML205,AIML26B072,49,false,false
Unit Test 1,2026-27,AIML205,AIML26A101,35,false,false
Unit Test 1,2026-27,AIML205,AIML26B102,43,false,false
Unit Test 1,2026-27,AIML205,AIML26A103,50,false,false
Unit Test 1,2026-27,AIML205,AIML26B104,37,false,false
Unit Test 1,2026-27,AIML205,AIML26A133,45,false,false
Unit Test 1,2026-27,AIML205,AIML26B134,,true,false
Unit Test 1,2026-27,ECE101,ECE26A009,45,false,false
Unit Test 1,2026-27,ECE101,ECE26B010,31,false,false
Unit Test 1,2026-27,ECE101,ECE26A011,39,false,false
Unit Test 1,2026-27,ECE101,ECE26B012,47,false,false
Unit Test 1,2026-27,ECE101,ECE26A041,33,false,false
Unit Test 1,2026-27,ECE101,ECE26B042,41,false,false
Unit Test 1,2026-27,ECE101,ECE26A043,49,false,false
Unit Test 1,2026-27,ECE101,ECE26B044,35,false,false
Unit Test 1,2026-27,ECE101,ECE26A073,,true,false
Unit Test 1,2026-27,ECE101,ECE26B074,50,false,false
Unit Test 1,2026-27,ECE101,ECE26A075,37,false,false
Unit Test 1,2026-27,ECE101,ECE26B076,45,false,false
Unit Test 1,2026-27,ECE101,ECE26A105,31,false,false
Unit Test 1,2026-27,ECE101,ECE26B106,39,false,false
Unit Test 1,2026-27,ECE101,ECE26A107,47,false,false
Unit Test 1,2026-27,ECE101,ECE26B108,33,false,false
Unit Test 1,2026-27,ECE101,ECE26A137,41,false,false
Unit Test 1,2026-27,ECE101,ECE26B138,49,false,false
Unit Test 1,2026-27,ECE102,ECE26A009,41,false,false
Unit Test 1,2026-27,ECE102,ECE26B010,49,false,false
Unit Test 1,2026-27,ECE102,ECE26A011,35,false,false
Unit Test 1,2026-27,ECE102,ECE26B012,43,false,false
Unit Test 1,2026-27,ECE102,ECE26A041,50,false,false
Unit Test 1,2026-27,ECE102,ECE26B042,37,false,false
Unit Test 1,2026-27,ECE102,ECE26A043,45,false,false
Unit Test 1,2026-27,ECE102,ECE26B044,31,false,false
Unit Test 1,2026-27,ECE102,ECE26A073,39,false,false
Unit Test 1,2026-27,ECE102,ECE26B074,47,false,false
Unit Test 1,2026-27,ECE102,ECE26A075,33,false,false
Unit Test 1,2026-27,ECE102,ECE26B076,41,false,false
Unit Test 1,2026-27,ECE102,ECE26A105,49,false,false
Unit Test 1,2026-27,ECE102,ECE26B106,35,false,false
Unit Test 1,2026-27,ECE102,ECE26A107,43,false,false
Unit Test 1,2026-27,ECE102,ECE26B108,50,false,false
Unit Test 1,2026-27,ECE102,ECE26A137,37,false,false
Unit Test 1,2026-27,ECE102,ECE26B138,45,false,false
Unit Test 1,2026-27,ECE103,ECE26A009,37,false,false
Unit Test 1,2026-27,ECE103,ECE26B010,45,false,false
Unit Test 1,2026-27,ECE103,ECE26A011,31,false,false
Unit Test 1,2026-27,ECE103,ECE26B012,39,false,false
Unit Test 1,2026-27,ECE103,ECE26A041,47,false,false
Unit Test 1,2026-27,ECE103,ECE26B042,33,false,false
Unit Test 1,2026-27,ECE103,ECE26A043,41,false,false
Unit Test 1,2026-27,ECE103,ECE26B044,49,false,false
Unit Test 1,2026-27,ECE103,ECE26A073,35,false,false
Unit Test 1,2026-27,ECE103,ECE26B074,43,false,false
Unit Test 1,2026-27,ECE103,ECE26A075,50,false,false
Unit Test 1,2026-27,ECE103,ECE26B076,37,false,false
Unit Test 1,2026-27,ECE103,ECE26A105,45,false,false
Unit Test 1,2026-27,ECE103,ECE26B106,31,false,false
Unit Test 1,2026-27,ECE103,ECE26A107,39,false,false
Unit Test 1,2026-27,ECE103,ECE26B108,47,false,false
Unit Test 1,2026-27,ECE103,ECE26A137,33,false,false
Unit Test 1,2026-27,ECE103,ECE26B138,41,false,false
Unit Test 1,2026-27,ECE104,ECE26A009,33,false,false
Unit Test 1,2026-27,ECE104,ECE26B010,41,false,false
Unit Test 1,2026-27,ECE104,ECE26A011,49,false,false
Unit Test 1,2026-27,ECE104,ECE26B012,35,false,false
Unit Test 1,2026-27,ECE104,ECE26A041,43,false,false
Unit Test 1,2026-27,ECE104,ECE26B042,50,false,false
Unit Test 1,2026-27,ECE104,ECE26A043,37,false,false
Unit Test 1,2026-27,ECE104,ECE26B044,45,false,false
Unit Test 1,2026-27,ECE104,ECE26A073,31,false,false
Unit Test 1,2026-27,ECE104,ECE26B074,39,false,false
Unit Test 1,2026-27,ECE104,ECE26A075,,true,false
Unit Test 1,2026-27,ECE104,ECE26B076,33,false,false
Unit Test 1,2026-27,ECE104,ECE26A105,41,false,false
Unit Test 1,2026-27,ECE104,ECE26B106,49,false,false
Unit Test 1,2026-27,ECE104,ECE26A107,35,false,false
Unit Test 1,2026-27,ECE104,ECE26B108,43,false,false
Unit Test 1,2026-27,ECE104,ECE26A137,50,false,false
Unit Test 1,2026-27,ECE104,ECE26B138,37,false,false
Unit Test 1,2026-27,ECE105,ECE26A009,50,false,false
Unit Test 1,2026-27,ECE105,ECE26B010,,true,false
Unit Test 1,2026-27,ECE105,ECE26A011,45,false,false
Unit Test 1,2026-27,ECE105,ECE26B012,31,false,false
Unit Test 1,2026-27,ECE105,ECE26A041,39,false,false
Unit Test 1,2026-27,ECE105,ECE26B042,47,false,false
Unit Test 1,2026-27,ECE105,ECE26A043,33,false,false
Unit Test 1,2026-27,ECE105,ECE26B044,41,false,false
Unit Test 1,2026-27,ECE105,ECE26A073,49,false,false
Unit Test 1,2026-27,ECE105,ECE26B074,35,false,false
Unit Test 1,2026-27,ECE105,ECE26A075,43,false,false
Unit Test 1,2026-27,ECE105,ECE26B076,50,false,false
Unit Test 1,2026-27,ECE105,ECE26A105,37,false,false
Unit Test 1,2026-27,ECE105,ECE26B106,45,false,false
Unit Test 1,2026-27,ECE105,ECE26A107,31,false,false
Unit Test 1,2026-27,ECE105,ECE26B108,39,false,false
Unit Test 1,2026-27,ECE105,ECE26A137,47,false,false
